frequency,monetary,recency
1,35.0,181
3,259.1,306
1,25.0,572
1,220.0,383
1,119.16,13
1,20.0,525
1,134.9,112
1,39.9,233
1,129.99,284
1,15.9,276
3,139.7,140
1,68.0,170
1,144.9,123
1,51.9,19
1,58.5,226
1,35.9,268
1,155.97,49
1,56.99,479
1,99.99,261
1,61.0,283
1,185.85,219
1,79.99,210
2,48.98,489
1,285.0,274
1,34.49,163
1,49.0,195
1,9.99,151
1,329.9,413
2,898.0,178
1,79.9,56
2,74.0,183
1,89.9,111
1,28.8,38
2,3999.98,411
1,612.91,189
2,445.0,184
1,35.9,327
2,118.0,71
1,99.0,268
1,27.3,180
1,175.01,283
1,158.99,53
1,89.99,277
2,83.8,427
1,28.0,130
1,99.89,278
1,38.4,311
1,64.99,48
1,69.99,283
1,126.9,44
1,99.0,90
1,54.9,380
1,28.0,154
1,119.9,64
1,150.0,187
1,259.9,291
1,84.0,193
1,379.95,282
1,69.9,176
1,139.77,34
1,169.99,165
1,149.0,228
1,4.99,117
1,980.9,217
1,25.0,86
1,78.0,41
1,55.0,156
1,44.9,545
1,89.8,292
1,64.99,31
1,899.0,226
2,316.9,462
1,39.99,274
1,49.9,326
1,227.9,92
2,39.8,496
1,59.9,205
1,45.9,526
1,148.48,157
1,105.0,313
1,38.4,287
2,43.98,161
1,29.9,330
1,149.0,246
2,177.9,186
1,29.9,468
1,89.0,513
1,229.0,209
1,35.9,150
1,65.0,30
1,53.9,130
1,70.84,289
1,79.0,368
2,116.9,425
1,79.0,186
1,55.0,84
1,96.9,274
1,69.0,417
1,180.0,136
1,39.9,33
1,269.9,144
1,106.0,149
2,164.9,361
1,85.0,352
1,33.85,188
2,60.0,496
1,349.9,265
1,49.0,30
1,86.0,55
1,388.0,317
1,90.0,78
1,19.9,527
1,139.99,412
1,79.0,200
2,460.8,31
2,453.89,36
1,48.9,323
1,52.9,46
1,24.99,268
1,199.99,149
1,35.9,66
1,80.0,196
1,179.9,283
1,149.9,62
1,29.9,145
1,19.9,302
1,139.05,140
1,78.0,230
1,79.98,177
1,138.0,118
1,99.99,206
3,104.9,223
1,49.95,320
1,29.99,215
1,35.9,485
1,143.8,429
1,179.5,339
1,649.0,283
1,309.0,496
2,292.9,242
2,89.8,320
1,139.99,216
1,59.0,531
1,269.0,578
1,89.99,287
1,49.9,215
1,70.0,185
1,230.0,563
1,69.9,191
1,99.95,174
1,25.5,483
1,118.91,282
1,280.0,377
1,92.0,187
1,36.49,29
2,57.89,112
1,14.9,124
1,249.9,110
1,119.0,131
1,907.9,353
1,45.0,63
1,398.0,278
1,59.0,257
1,69.9,282
1,229.0,169
1,175.0,187
1,1099.0,182
2,234.89,21
1,169.89,26
1,134.9,243
1,64.99,116
1,78.0,45
1,12.99,26
1,22.0,446
1,56.99,203
1,169.9,514
1,34.99,318
1,179.9,123
1,113.0,186
1,42.5,136
1,169.99,324
1,119.85,27
1,84.89,61
1,494.0,104
1,58.0,192
1,196.99,279
3,79.97,280
1,775.0,397
1,69.9,63
1,69.9,282
1,29.99,55
1,76.0,94
1,79.0,10
1,166.99,262
1,59.9,221
1,82.9,368
1,79.98,126
1,12.9,512
1,243.0,459
1,66.0,226
1,70.25,52
1,48.9,188
1,198.0,281
1,79.9,234
1,35.0,194
1,11.9,282
1,49.9,376
1,59.9,282
1,117.99,114
3,676.0,42
1,119.99,159
1,24.41,359
1,17.99,377
1,649.0,194
1,45.9,404
1,49.95,406
1,175.0,149
1,49.9,179
1,33.0,167
1,59.99,477
2,296.0,268
1,215.9,405
3,179.7,408
1,81.49,281
1,80.0,253
1,150.0,223
1,19.99,323
1,139.94,181
1,49.9,119
1,119.99,265
1,634.4,180
1,56.99,292
1,99.9,268
1,153.0,209
1,99.0,203
1,85.9,162
1,12.9,202
1,29.0,409
1,109.9,554
1,54.9,236
1,159.0,567
1,29.99,54
3,113.0,308
1,18.98,131
1,45.9,372
1,35.0,566
1,49.0,22
1,86.99,272
1,527.9,27
1,186.9,139
1,109.0,355
1,15.9,282
2,196.8,18
1,124.9,97
1,59.9,328
1,49.9,37
1,36.0,571
1,193.0,166
1,23.9,326
1,655.0,202
1,949.0,577
2,152.79000000000002,153
1,144.0,187
2,548.9,68
1,25.89,31
1,29.9,107
1,59.99,373
1,29.9,692
1,84.0,116
1,38.0,530
1,99.0,189
1,49.99,31
1,139.99,520
1,53.9,125
1,39.9,448
1,16.9,299
1,74.9,394
1,116.99,187
2,445.0,152
2,151.8,33
1,109.9,441
1,430.0,311
1,65.0,167
1,55.0,88
1,750.0,156
1,13.99,299
1,56.9,185
2,139.8,120
1,54.99,172
1,45.9,241
1,49.0,282
1,306.59,159
2,179.77,77
1,1489.0,175
1,170.0,29
1,899.9,274
1,148.9,85
1,106.9,420
1,56.99,355
1,25.99,43
1,34.99,531
1,178.0,216
1,28.99,26
1,89.9,26
1,69.0,126
1,29.99,48
1,69.49,179
1,14.99,279
3,60.7,326
1,49.0,292
1,139.99,79
1,169.99,218
1,218.9,31
1,267.0,366
1,31.92,356
1,135.0,273
1,299.0,167
1,199.9,281
1,68.0,111
1,82.8,373
1,389.0,194
1,14.4,169
1,29.99,447
2,50.8,235
1,17.0,21
1,49.0,152
1,99.99,203
1,219.0,65
1,64.99,47
1,85.0,470
4,948.19,404
1,41.99,528
1,525.98,328
1,38.99,88
1,79.9,109
1,99.9,192
1,69.9,108
2,89.8,239
1,19.9,285
1,139.9,131
1,623.0,233
1,180.0,461
1,139.0,19
1,173.0,279
1,189.99,226
1,8.99,219
1,56.99,349
2,1650.8,282
1,38.9,162
1,395.0,29
1,37.0,282
1,118.9,370
2,43.89,199
1,39.9,226
1,370.0,516
1,69.9,180
1,98.44,152
1,73.99,473
7,186.59,18
1,549.0,67
1,139.0,157
1,84.0,198
1,78.0,275
1,125.9,268
1,39.9,171
1,35.99,501
1,25.9,165
1,120.9,413
1,179.99,287
1,99.18,54
1,99.0,164
1,569.95,179
1,25.0,188
1,158.0,39
6,163.19,9
1,35.0,578
1,298.6,336
1,13.65,113
1,169.9,377
1,35.9,278
1,144.99,130
1,689.89,555
1,60.99,168
1,59.9,314
1,12.9,215
1,199.9,146
1,129.99,181
1,215.9,498
1,131.99,121
1,27.3,239
1,39.9,88
1,24.62,282
1,93.9,271
1,18.9,199
1,89.9,250
1,31.99,164
2,41.8,572
1,99.9,567
1,28.9,145
1,86.9,200
1,42.9,337
1,90.0,89
1,224.9,279
1,199.99,87
1,548.8,116
1,83.9,280
1,59.9,285
1,39.9,354
1,159.9,11
1,87.9,147
1,169.9,273
1,69.9,142
1,79.9,139
1,155.4,282
1,21.9,565
1,63.9,585
1,499.9,468
1,79.9,204
1,39.9,598
1,59.9,199
1,278.0,122
1,69.9,181
1,55.0,21
1,205.0,392
1,299.99,698
1,150.0,48
1,199.98,56
1,69.9,396
1,39.9,379
1,109.9,40
1,59.99,281
1,8.9,233
1,110.0,124
1,56.99,542
1,299.0,24
1,399.0,242
1,1775.9,158
1,987.0,162
1,125.9,272
1,119.9,699
1,99.9,196
1,199.99,157
2,87.75,41
1,166.99,283
1,89.9,480
1,19.9,175
2,105.98,129
1,70.97,269
1,294.0,313
1,56.99,469
1,149.0,250
1,388.0,341
1,15.3,223
1,89.9,483
1,34.99,403
2,113.98,338
1,59.7,223
1,19.0,32
1,224.9,186
1,29.9,194
4,274.0,17
1,33.0,199
1,18.9,447
1,59.9,175
1,39.0,163
1,179.9,157
2,59.8,148
1,242.0,283
1,27.3,281
1,369.0,40
1,1775.78,175
1,122.99,149
2,37.98,7
1,49.9,201
1,19.9,156
1,28.49,184
1,49.9,511
1,100.0,192
1,151.97,152
1,13.98,461
1,279.9,83
1,106.9,132
1,14.0,73
1,16.9,264
1,139.99,427
1,122.99,204
1,19.99,189
1,59.0,277
1,99.0,65
1,9.0,177
1,69.9,169
1,129.0,244
1,53.9,155
1,169.97,140
1,32.9,515
1,67.99,108
1,44.9,366
1,40.0,215
1,122.99,277
1,290.0,219
1,2199.0,286
1,115.0,185
1,119.9,248
1,63.9,132
1,109.99,696
1,51.92,383
1,35.99,371
1,99.9,282
1,434.0,338
1,45.0,261
2,237.47,574
2,249.8,140
1,13.99,327
1,194.9,152
2,47.95,166
1,795.0,25
1,34.0,76
1,24.99,290
1,399.0,215
1,69.9,379
1,85.12,182
1,26.9,565
1,199.0,214
1,39.0,271
1,466.0,56
1,37.99,393
1,124.99,245
1,110.32,61
1,72.9,170
1,125.9,353
1,91.5,281
1,47.65,173
1,170.0,26
1,199.9,272
1,110.0,185
1,2350.0,24
1,45.9,283
2,165.9,94
1,85.5,172
1,21.99,163
1,89.9,212
1,149.99,249
1,25.0,185
1,114.94,325
2,165.8,475
1,246.62,281
1,19.9,226
1,294.0,269
1,69.9,232
1,14.9,282
1,89.99,235
1,194.9,46
1,38.4,286
1,49.9,425
1,21.99,154
1,17.9,269
1,2110.0,138
1,169.9,383
1,53.99,202
1,89.0,219
1,49.9,399
1,300.0,86
1,33.41,506
1,46.0,215
1,447.0,499
1,169.9,310
1,20.59,115
1,59.9,322
1,129.99,240
2,84.8,110
1,85.0,32
1,61.99,158
1,169.0,182
1,314.97,288
1,47.2,211
1,69.5,175
1,94.9,188
1,164.9,196
1,11.55,182
2,69.9,544
1,190.0,131
1,30.21,186
1,285.0,87
3,212.9,229
1,49.9,275
3,179.7,104
1,84.99,157
1,277.0,191
1,389.0,186
1,89.9,435
1,99.95,55
1,267.0,697
1,129.9,13
1,84.9,220
1,159.99,321
1,74.9,92
1,99.9,263
1,37.9,457
1,279.9,205
1,42.9,234
1,39.98,500
1,89.99,27
1,154.9,293
1,56.99,189
2,124.0,298
1,17.9,41
1,57.0,161
1,14.5,280
1,29.99,501
1,79.0,357
1,65.0,477
1,35.2,276
1,19.49,38
1,129.9,368
1,69.0,187
1,31.9,187
1,14.99,486
1,89.99,535
1,487.9,174
1,32.4,383
1,150.0,223
1,55.0,547
1,64.99,117
1,69.9,361
1,169.0,327
1,349.9,216
1,156.99,161
1,55.9,428
1,98.0,244
1,98.9,584
1,39.9,231
2,119.8,698
1,949.9,282
1,18.74,198
1,23.7,278
1,27.99,83
1,159.99,123
1,169.9,166
1,144.99,174
1,168.98,206
1,129.9,265
1,535.9,53
1,29.99,346
1,200.0,181
1,24.3,239
1,389.9,194
1,36.0,191
1,88.0,267
1,46.0,127
1,78.99,287
1,340.0,60
1,140.0,288
1,15.0,486
1,199.0,272
1,99.0,261
1,125.0,27
1,45.9,221
1,429.0,535
2,32.489999999999995,500
1,45.97,32
2,130.8,301
2,223.88,208
1,40.0,229
1,45.9,298
1,65.0,292
1,110.0,26
1,89.99,77
1,78.0,43
1,139.9,487
1,59.99,152
1,89.99,122
1,101.9,30
1,114.0,176
1,424.0,393
1,99.9,262
1,829.0,382
1,179.9,363
1,32.99,282
1,269.0,228
1,169.9,137
1,179.0,174
1,179.9,278
1,94.9,10
1,24.9,180
1,53.0,92
2,186.0,458
1,49.99,564
2,171.26999999999998,29
1,54.9,195
1,169.99,244
1,399.0,198
1,529.0,327
1,209.0,59
1,79.9,282
1,89.9,124
1,176.99,199
1,44.99,717
1,44.9,22
1,209.0,465
1,19.9,440
1,18.99,441
1,17.9,178
1,169.0,255
1,89.9,202
1,91.4,341
1,129.9,138
1,113.99,292
1,89.0,230
1,149.99,182
1,99.0,336
2,209.84,219
1,59.0,267
2,978.9,47
1,199.99,274
1,69.9,165
1,21.0,150
1,34.99,74
1,29.9,545
1,1069.0,133
1,92.0,226
1,388.0,170
2,90.98,176
1,78.9,80
1,56.99,354
1,119.99,282
1,78.0,42
1,69.99,243
1,169.9,265
1,74.9,142
1,91.3,79
1,15.99,456
1,17.99,489
1,178.9,519
1,315.0,176
1,249.9,298
1,149.0,270
1,19.9,304
1,69.77,206
1,123.9,165
1,79.9,178
1,279.9,179
1,58.99,166
2,164.8,208
1,94.9,85
1,154.0,55
1,49.0,282
1,14.9,564
1,35.0,127
1,31.99,176
1,1150.0,31
2,49.94,164
1,29.99,126
1,203.0,185
1,209.99,334
1,109.0,281
2,124.98,14
1,269.99,220
2,39.98,213
1,9.5,297
1,65.9,67
1,60.0,281
1,164.9,255
1,25.0,163
1,69.9,270
1,84.0,548
1,29.9,179
1,90.0,118
1,489.9,361
6,284.28,218
1,32.9,488
1,40.0,366
1,28.9,115
1,19.99,572
1,117.3,305
1,114.9,208
1,23.0,174
1,397.0,83
1,47.9,484
1,35.0,85
1,59.0,263
1,170.0,61
1,721.35,311
1,19.9,488
1,12.67,175
2,174.04000000000002,212
1,119.0,54
1,189.99,485
1,99.99,458
1,145.0,191
1,34.99,535
1,49.8,226
1,95.0,219
1,78.9,33
1,99.9,281
1,175.0,175
1,105.0,28
1,27.9,167
2,142.8,187
1,65.0,308
1,49.9,383
1,169.9,142
1,129.99,498
1,134.9,353
1,99.0,108
1,109.9,377
1,159.9,300
1,59.9,360
1,1038.0,291
1,32.9,426
1,229.8,27
1,109.99,437
2,33.8,302
1,19.9,229
1,69.0,377
1,24.99,291
1,499.99,128
1,55.0,118
1,185.99,355
1,48.9,215
1,489.0,115
1,123.0,167
1,109.99,200
1,39.99,19
1,84.44,231
1,28.9,305
1,49.0,194
1,22.5,146
1,45.9,194
1,59.0,310
1,27.9,180
1,35.9,85
1,97.0,472
1,29.9,172
4,121.6,311
1,34.99,317
1,189.0,123
1,30.9,186
1,79.0,186
1,24.99,280
1,204.0,185
1,135.0,181
1,265.0,113
1,1106.99,131
2,139.89,280
1,20.0,467
1,49.99,173
1,138.0,202
1,1997.0,229
1,53.9,187
1,129.0,232
2,85.0,120
1,2299.95,52
1,149.9,213
1,99.99,521
1,119.0,412
1,887.0,35
1,24.99,87
1,103.95,517
1,24.99,187
1,99.0,474
1,24.89,262
1,59.0,170
1,32.99,25
1,167.0,221
1,48.9,499
1,63.9,4
1,98.0,183
1,84.99,132
1,39.99,273
1,479.0,523
1,329.2,427
1,144.99,183
1,159.0,405
1,52.0,82
1,19.9,283
1,129.99,420
1,29.0,41
1,196.99,325
1,44.99,88
1,58.99,272
1,329.9,448
1,169.99,158
1,49.9,215
1,179.9,363
2,61.0,26
1,78.98,33
1,49.0,281
1,84.9,86
1,169.99,492
1,52.0,171
1,115.0,282
1,139.9,501
1,97.81,238
1,229.9,184
1,86.0,54
1,166.94,44
1,99.9,282
1,159.99,184
1,69.9,232
1,119.0,231
1,111.49,186
1,49.0,282
1,259.9,233
1,199.9,171
1,23.99,272
1,95.0,72
1,86.7,468
1,119.9,188
3,226.0,85
1,130.0,181
1,19.9,219
1,49.99,168
1,39.9,177
1,27.9,84
1,124.9,500
1,146.94,100
1,97.1,29
1,119.0,132
1,25.0,151
1,29.9,193
1,220.0,185
1,88.99,140
1,89.9,179
1,79.9,458
1,299.95,140
3,643.91,286
1,59.9,209
1,225.0,175
1,95.0,104
1,189.99,412
1,97.9,155
1,45.9,308
1,129.9,424
1,159.0,223
1,75.0,227
1,55.0,202
1,44.99,500
4,339.44,82
1,79.9,42
1,99.99,203
1,599.0,212
1,89.9,278
2,586.0,31
1,229.9,527
1,49.9,389
1,79.8,130
1,159.98,54
1,167.99,292
1,89.9,189
1,66.1,560
1,31.9,188
1,59.0,377
1,149.0,159
1,119.99,132
1,13.99,226
1,29.99,450
1,24.79,491
3,262.11,277
1,41.9,272
1,16.9,399
2,54.98,279
1,24.99,279
1,167.99,464
1,59.99,201
1,229.0,198
1,79.0,480
1,287.1,332
1,389.0,492
2,409.8,269
1,34.9,522
1,12.25,163
1,15.0,180
1,89.9,175
1,34.9,551
6,419.4,439
1,27.64,31
1,13.9,256
1,109.99,116
3,163.9,44
1,95.0,450
1,149.98,45
1,99.0,167
1,92.9,148
1,56.9,73
1,49.77,179
1,113.1,26
1,35.0,64
1,74.9,8
1,79.9,104
1,550.0,168
1,38.9,188
1,16.8,280
1,79.9,136
1,689.89,543
1,142.0,114
1,131.0,52
2,69.44,151
1,106.9,380
2,158.99,697
1,28.0,82
1,1250.0,433
1,89.65,350
2,50.0,474
1,181.0,122
1,21.99,292
1,174.9,37
1,29.49,37
1,107.0,214
1,99.0,237
1,252.0,285
1,14.87,40
1,54.99,189
1,44.9,186
2,219.8,203
1,49.9,179
1,166.99,272
1,66.99,51
1,349.9,197
1,104.0,474
1,2799.0,474
1,59.9,180
2,43.98,170
1,216.76,384
1,127.0,280
1,35.9,283
1,38.9,382
1,54.99,189
1,79.99,459
1,148.0,110
1,97.9,214
2,290.8,162
1,27.9,65
1,19.9,480
1,229.9,334
1,59.9,194
1,32.9,282
1,64.89,24
1,36.9,187
1,28.9,428
1,179.99,580
1,96.35,44
1,62.0,188
1,39.99,194
1,19.0,181
1,31.2,31
1,149.9,180
1,148.0,192
1,12.5,45
1,49.9,389
1,269.0,128
1,41.49,189
1,71.82,407
1,1599.0,224
1,45.9,437
1,79.9,108
1,155.0,353
1,29.99,108
1,101.0,148
1,23.9,503
1,24.99,27
1,129.34,268
1,275.93,410
1,2649.0,382
1,60.0,179
2,236.0,105
1,49.9,105
1,14.9,28
1,79.9,377
1,157.77,179
1,29.9,434
2,171.76999999999998,126
1,50.0,483
1,19.9,177
1,155.8,317
2,208.8,224
1,69.9,239
1,28.99,45
1,199.9,240
1,99.9,48
1,314.99,459
1,19.0,339
1,255.0,402
1,45.9,72
1,50.0,180
1,50.0,474
1,69.9,224
1,49.9,237
1,18.9,238
1,219.9,222
2,259.93,180
1,168.9,153
1,210.9,45
1,58.67,216
1,259.0,26
1,49.0,282
1,170.0,27
1,56.99,278
1,637.3,155
1,85.0,184
1,229.0,356
1,99.99,447
1,62.0,121
1,65.52,23
2,95.01,231
1,29.99,185
1,17.9,117
1,91.89,261
1,79.9,346
1,45.0,419
1,83.36,346
1,59.9,444
1,24.99,104
1,68.0,305
1,129.9,367
1,33.99,47
1,73.0,361
1,52.5,506
1,79.9,279
1,71.0,263
1,53.0,273
1,69.0,285
1,165.9,152
1,99.0,373
1,59.97,237
1,129.99,538
1,35.99,282
2,91.98,173
1,399.0,52
1,89.9,430
1,279.0,244
1,69.2,233
2,177.75,211
1,49.0,281
1,449.0,25
3,269.79,342
1,81.0,181
1,389.0,466
1,19.9,249
1,79.49,234
1,59.0,314
1,124.9,159
1,56.1,109
1,114.9,307
1,759.0,225
1,45.9,208
1,188.99,51
1,11.99,461
1,92.9,463
1,89.99,343
1,163.4,218
1,75.9,169
1,167.0,397
2,142.44,22
1,25.0,193
1,83.8,168
1,49.0,120
1,49.0,527
1,44.9,10
1,27.95,282
1,12.25,197
1,69.9,190
2,194.8,295
1,34.99,261
1,65.0,271
1,112.0,230
1,67.9,30
2,54.98,132
1,116.99,223
2,340.0,284
1,15.0,63
1,150.0,224
1,79.0,56
1,59.9,461
1,20.9,34
1,99.99,46
1,129.9,184
1,34.99,564
1,29.9,551
1,104.9,144
1,59.99,210
1,94.9,330
1,195.0,693
1,53.9,172
1,39.99,169
1,126.5,72
1,99.99,283
1,34.97,131
1,124.9,92
1,96.9,215
2,353.14,535
1,199.9,282
1,52.0,143
1,49.9,38
1,19.99,71
1,77.9,46
2,211.2,279
1,25.99,288
1,82.49,185
2,70.48,133
1,65.5,116
1,89.99,544
1,229.0,255
1,59.9,431
1,120.0,123
1,89.9,180
1,45.99,282
1,137.77,163
2,319.99,28
1,122.99,20
1,39.99,186
1,58.99,20
1,13.99,206
1,159.9,343
1,96.9,87
1,56.99,359
1,229.99,282
2,37.98,523
2,179.8,539
1,125.0,171
1,89.99,48
1,99.0,560
1,103.0,10
1,29.99,289
2,107.38,356
1,32.0,333
1,34.0,87
1,129.46,150
1,41.9,513
1,139.9,147
1,65.0,192
1,299.99,336
1,18.9,133
1,64.99,39
1,55.99,196
1,239.0,476
1,252.0,488
1,69.9,363
1,510.0,357
1,18.9,212
1,29.5,175
1,597.9,228
1,129.89,176
1,169.0,144
1,652.0,113
1,45.0,272
1,199.99,278
1,159.9,185
1,112.3,31
1,138.0,110
1,47.65,164
1,39.99,162
1,210.0,110
1,39.99,397
1,55.0,109
2,44.0,446
2,40.05,271
1,229.9,216
1,136.0,106
1,58.2,172
1,50.0,137
1,25.0,339
1,159.0,318
1,139.9,490
1,79.99,166
1,229.99,198
1,149.9,164
2,213.9,116
1,66.99,50
1,49.9,246
1,329.99,697
1,20.4,160
1,38.4,406
1,139.99,157
1,49.9,237
1,39.99,276
1,29.99,181
1,49.9,311
1,24.9,328
1,53.99,189
1,59.9,178
1,122.9,151
1,99.99,377
1,69.9,181
1,89.9,69
1,139.0,282
1,129.9,153
1,7.9,545
1,59.9,219
1,13.65,221
1,99.9,241
1,19.9,279
1,64.99,485
1,169.0,228
3,159.7,97
1,239.0,34
1,169.0,56
1,699.99,52
1,69.9,83
1,98.0,78
1,43.0,288
1,69.9,213
2,114.8,364
1,1299.0,584
1,139.9,209
1,28.78,521
1,19.8,88
1,59.99,223
1,138.0,190
1,58.99,227
1,48.5,188
2,209.89,439
1,69.99,103
1,131.0,381
1,245.0,205
1,118.0,225
1,115.0,201
1,329.0,340
1,75.7,19
1,78.0,547
1,66.99,498
1,239.9,698
2,309.98,178
1,1349.0,27
1,49.9,208
1,69.9,230
1,75.9,328
1,79.9,103
1,149.9,187
1,54.9,31
1,73.5,111
1,99.9,248
1,65.0,469
1,290.0,170
1,239.99,283
1,35.0,122
1,22.5,133
2,468.0,94
1,59.0,123
1,176.99,531
1,99.99,206
1,29.0,270
1,469.99,446
2,42.89,148
1,55.0,73
2,219.8,166
2,147.89,293
1,278.0,274
1,13.99,204
1,219.9,227
1,149.9,573
1,1149.65,218
1,119.9,382
1,149.99,452
1,69.99,552
1,50.9,524
1,42.57,346
1,24.9,466
1,109.0,269
1,65.0,137
1,147.0,78
1,109.9,695
1,164.9,228
1,69.0,474
1,69.99,178
2,165.48,148
1,29.9,531
1,189.99,242
1,139.99,181
1,179.93,187
1,45.6,179
1,309.9,359
1,12.99,193
1,249.0,343
1,33.0,171
1,116.6,181
1,344.9,459
1,179.0,218
1,89.9,434
2,64.49,244
1,69.0,371
1,128.56,307
1,429.0,172
1,27.9,192
1,195.9,548
1,239.0,477
1,349.9,223
1,59.9,22
1,399.9,282
1,29.9,136
1,99.9,249
1,99.99,202
1,248.99,230
1,87.85,210
1,32.9,279
1,35.99,150
1,29.0,304
1,64.99,26
1,39.9,265
3,299.70000000000005,279
1,89.99,275
1,29.99,228
1,65.0,299
1,940.5,207
1,829.0,381
1,58.99,169
1,169.0,389
1,399.99,300
1,419.0,167
1,84.89,213
1,129.9,154
1,59.99,229
1,22.0,566
1,11.55,187
1,16.5,131
1,42.9,194
1,42.5,136
1,69.99,17
1,35.0,176
1,204.0,187
1,199.9,472
1,48.9,75
1,136.99,125
1,49.0,324
1,36.9,497
1,129.0,240
3,188.0,136
1,32.2,232
1,149.9,186
1,310.0,580
1,98.81,137
1,53.9,482
1,38.0,44
1,188.0,412
1,33.0,119
2,170.9,198
1,30.0,108
1,59.9,434
1,82.99,172
2,639.8,102
1,109.9,20
1,119.9,263
1,284.99,105
1,78.99,275
1,18.99,502
1,79.99,215
2,48.89,319
1,84.99,278
1,687.0,256
1,99.9,396
1,285.0,160
1,82.8,185
1,179.99,264
1,110.0,128
1,38.4,348
1,385.0,515
1,11.45,499
1,199.0,69
1,139.99,86
1,18.98,205
1,39.99,82
1,999.9,186
1,344.99,98
1,149.0,248
1,689.89,206
1,108.9,105
1,29.4,594
1,39.99,120
1,220.01,448
2,71.2,64
1,27.99,156
2,179.49,583
2,243.0,9
1,159.99,49
1,129.0,287
1,49.9,178
2,212.99,353
1,22.8,180
1,219.0,389
1,109.9,191
1,119.9,280
1,11.9,72
1,59.9,445
1,79.9,404
1,139.9,477
1,99.0,583
1,166.99,289
1,119.9,447
1,45.49,348
2,159.97,271
1,39.9,182
1,199.9,75
1,38.5,281
1,108.0,199
1,27.9,64
1,99.9,402
1,20.0,66
1,89.0,124
1,19.9,407
1,49.99,216
1,50.9,194
1,70.0,82
2,118.9,312
1,69.9,187
1,79.9,456
1,86.9,188
1,110.0,286
1,53.9,151
1,175.0,187
1,49.9,546
1,139.9,223
1,98.44,179
1,568.0,159
1,745.0,269
1,40.99,119
1,494.9,286
1,65.9,334
1,88.0,142
1,339.9,120
1,26.9,25
1,192.0,318
1,50.95,103
1,129.99,496
1,99.99,522
1,92.0,524
1,201.6,208
1,149.0,184
1,299.9,274
1,29.99,27
1,90.0,160
2,118.89,225
1,269.9,275
1,144.9,22
1,29.99,194
1,18.9,153
1,69.9,468
1,70.0,331
1,129.0,182
1,132.0,237
1,179.9,36
1,39.9,256
2,135.8,121
1,29.0,105
1,59.99,19
1,968.0,323
2,42.08,186
1,49.0,177
1,59.9,184
1,118.99,280
1,19.99,499
1,55.0,163
1,69.9,220
1,72.99,46
1,122.99,172
1,83.49,148
2,204.8,418
1,79.9,282
1,39.99,353
1,36.19,117
1,40.0,195
2,220.64,137
1,349.0,516
1,69.0,289
1,95.0,516
1,178.5,454
1,180.0,223
1,89.9,131
1,40.9,180
1,144.9,117
1,179.99,224
2,146.9,182
1,89.9,337
1,72.99,244
1,54.6,305
1,349.3,41
1,69.0,368
1,79.9,163
1,33.99,193
1,89.9,294
1,70.91,282
1,2399.0,309
1,159.9,135
1,99.9,129
1,116.9,29
1,136.9,115
1,15.0,14
1,145.0,54
1,209.9,273
1,224.0,171
1,29.0,354
1,164.9,599
1,99.0,279
1,79.99,166
1,159.0,340
1,139.9,279
1,44.99,131
1,19.9,132
1,32.98,230
1,20.0,103
1,53.9,169
1,16.9,46
1,479.0,282
1,17.99,66
1,129.0,375
1,86.9,186
1,34.99,200
2,499.0,116
1,120.0,55
1,61.7,574
1,129.0,191
2,219.8,537
1,29.99,186
2,145.8,468
1,514.88,392
1,16.99,271
1,48.9,274
1,169.9,437
1,799.9,272
1,299.9,194
1,59.99,496
2,59.89,456
1,39.0,53
1,24.99,198
1,299.99,288
1,7.5,318
1,74.67,28
1,69.0,379
1,44.9,187
1,49.0,281
1,99.0,443
4,229.6,282
2,109.6,280
1,124.96,577
1,680.0,538
1,18.9,8
1,272.9,182
1,48.9,143
1,39.9,549
1,59.99,201
1,89.0,167
1,68.99,404
1,1299.99,696
1,49.9,572
1,109.9,189
1,54.9,282
1,89.9,209
1,133.0,251
1,21.99,41
1,24.9,110
1,149.9,191
1,55.0,91
1,58.99,28
1,229.9,182
1,180.0,46
1,29.9,223
1,59.9,301
1,269.0,566
2,177.9,187
1,100.59,9
2,54.65,560
1,149.0,464
1,35.9,91
1,59.99,201
1,74.9,184
1,10.0,24
1,129.9,368
2,129.87,139
1,689.89,200
2,229.8,266
2,199.8,212
1,34.5,130
2,85.5,415
1,49.99,227
1,139.0,77
1,599.99,70
1,57.39,263
1,187.0,254
1,99.9,349
1,29.9,275
1,36.9,348
1,217.8,324
1,23.9,229
1,42.99,106
1,64.9,221
1,59.9,66
1,149.99,190
1,449.99,283
1,119.0,237
2,158.0,325
1,43.9,505
4,490.0,362
1,78.0,155
1,130.0,58
1,368.9,161
1,422.01,34
1,68.9,137
1,55.0,274
1,69.0,192
1,81.2,272
1,14.98,206
1,62.7,185
2,47.98,317
1,119.94,402
1,56.99,275
1,44.99,82
1,28.69,92
1,165.0,168
1,1669.87,36
1,63.8,208
1,159.9,283
1,59.9,326
1,69.99,31
1,68.9,195
1,738.9,516
1,34.0,67
1,147.14,280
1,149.9,107
1,28.9,298
2,42.89,527
1,56.99,467
1,94.9,484
1,131.99,695
1,71.3,268
1,53.99,236
2,189.89,444
1,59.9,226
1,74.9,200
1,29.99,21
1,139.0,308
1,119.9,283
1,38.5,602
1,99.99,283
1,15.99,30
1,32.99,487
1,1235.99,168
1,54.9,198
1,34.9,298
1,11.2,497
1,279.0,270
3,10.2,413
1,169.4,103
1,180.0,110
1,65.5,72
